Section,Type,Original Text (EN),Translation/Replacement,Status,Notes
Contact,HowWeWork_Title,How We Work,,needs_review,
Contact,Step1_Label,Consultation,,needs_review,
Contact,Step1_Desc,We discuss your project needs and specifications,,needs_review,
Contact,Step2_Label,Sampling,,needs_review,
Contact,Step2_Desc,Free samples sent for your approval,,needs_review,
Contact,Step3_Label,Production,,needs_review,
Contact,Step3_Desc,Full-scale manufacturing with quality control,,needs_review,
Contact,Step4_Label,Delivery,,needs_review,
Contact,Step4_Desc,Reliable shipping to your destination,,needs_review,
Contact,WhyUs_Title,Why Choose Us?,,needs_review,
Contact,WhyUs_1,15+ years of manufacturing expertise,,needs_review,
Contact,WhyUs_2,1000+ in-stock print cylinders,,needs_review,
Contact,WhyUs_3,ISO & CE certified production,,needs_review,
Contact,WhyUs_4,Exporting to 200+ countries,,needs_review,
Contact,Trust_Capsule,Trusted by Industry Leaders,,needs_review,
Contact,Trust_Title,"Why Global Buyers Choose DecoSupplier",,needs_review,
Contact,Trust_Subtitle,"From single-family homes to commercial projects, our surface materials are trusted by brands and contractors worldwide.",,needs_review,
Contact,Trust1_Title,Factory-Direct Quality,,needs_review,
Contact,Trust1_Desc,"No middlemen — you pay for the material itself, not layers of markup.",,needs_review,
Contact,Trust2_Title,Unmatched Selection,,needs_review,
Contact,Trust2_Desc,"1000+ patterns in stock — wood, marble, microcement, and more.",,needs_review,
Contact,Trust3_Title,Expert Support,,needs_review,
Contact,Trust3_Desc,"Direct factory team support — no language barriers, no middlemen.",,needs_review,
Contact,CTA_Title,Ready to Start Your Project?,,needs_review,
Contact,CTA_Desc,Contact us today for free sample swatches and factory-direct quotes.,,needs_review,
Contact,CTA_Button,Get Your Quote Now,,needs_review,
=== PRODUCTS PAGE (products.astro) ===,,,,,
Products,SEO_Title,Product Series - DecoSupplier,,needs_review,
Products,Hero_Capsule,Premium Surface Solutions,,needs_review,
Products,Hero_Title,Our Product Collections,,needs_review,
Products,Hero_Desc,"Explore DecoSupplier's comprehensive range of decorative surface materials — from flexible films to rigid panels, engineered for wall, floor, and furniture applications with factory-direct quality and OEM/ODM capabilities.",,needs_review,
Products,Hero_CTA,Browse Our Products,,needs_review,
Products,Product1_Title,PVC Decorative Film,,needs_review,
Products,Product1_Desc,"High-performance surface wrapping and vacuum pressing films for furniture, kitchen cabinets, and interior doors — available in wood grain, marble, and solid color finishes with superior scratch and stain resistance.",,needs_review,
Products,Product1_Feature1,Wood grain / marble / solid colors,,needs_review,
Products,Product1_Feature2,Scratch & stain resistant,,needs_review,
Products,Product1_Feature3,Wrapping & vacuum press compatible,,needs_review,
Products,Product1_Feature4,Multiple thickness options,,needs_review,
Products,Product2_Title,LVT Flooring,,needs_review,
Products,Product2_Desc,"Premium luxury vinyl tile flooring for commercial and residential spaces — featuring realistic wood and stone visuals, exceptional durability, acoustic comfort, and easy maintenance.",,needs_review,
Products,Product2_Feature1,Waterproof & scratch-resistant,,needs_review,
Products,Product2_Feature2,Acoustic underlayment options,,needs_review,
Products,Product2_Feature3,Commercial & residential grades,,needs_review,
Products,Product2_Feature4,Wide plank & tile formats,,needs_review,
Products,Product3_Title,SPC Wall Panels,,needs_review,
Products,Product3_Desc,"Stone plastic composite wall panels — waterproof, moisture-proof, and quick-install. Ideal for residential renovations and commercial wall cladding with a modern, seamless finish.",,needs_review,
Products,Product3_Feature1,100% waterproof & moisture-proof,,needs_review,
Products,Product3_Feature2,Quick-install click system,,needs_review,
Products,Product3_Feature3,UV-coated surface protection,,needs_review,
Products,Product3_Feature4,Suitable for high-humidity areas,,needs_review,
Products,Product4_Title,Interior Refinishing Film,,needs_review,
Products,Product4_Desc,"Self-adhesive refinishing film for easy surface renovation — perfect for updating kitchen cabinets, furniture, walls, and countertops without the mess of traditional renovation.",,needs_review,
Products,Product4_Feature1,Self-adhesive peel-and-stick,,needs_review,
Products,Product4_Feature2,Residue-free removal,,needs_review,
Products,Product4_Feature3,Matte / gloss / textured finishes,,needs_review,
Products,Product4_Feature4,DIY-friendly application,,needs_review,
Products,Product5_Title,Self-Adhesive Foam Wall Panels,,needs_review,
Products,Product5_Desc,"Lightweight 3D texture foam panels with sound absorption and thermal insulation — soft, impact-resistant, and easy to install for accent walls, feature spaces, and commercial interiors.",,needs_review,
Products,Product5_Feature1,Sound & heat insulation,,needs_review,
Products,Product5_Feature2,Soft impact-resistant surface,,needs_review,
Products,Product5_Feature3,3D geometric & organic patterns,,needs_review,
Products,Product5_Feature4,Easy DIY wall installation,,needs_review,
Products,Product6_Title,3D PVC Wall Panels,,needs_review,
Products,Product6_Desc,"Sculptural three-dimensional wall panels for feature walls, lobbies, and hospitality spaces — lightweight, durable, and available in modern geometric designs that create stunning visual impact.",,needs_review,
Products,Product6_Feature1,Sculptural 3D designs,,needs_review,
Products,Product6_Feature2,Lightweight & impact-resistant,,needs_review,
Products,Product6_Feature3,Commercial-grade durability,,needs_review,
Products,Product6_Feature4,Easy wall mounting system,,needs_review,
Products,Product7_Title,Peel & Stick Wallpapers,,needs_review,
Products,Product7_Desc,"DIY-friendly peel-and-stick wallpapers — renter-friendly, removable without residue, and available in hundreds of patterns, from florals to geometrics, for instant room makeovers.",,needs_review,
Products,Product7_Feature1,Removable without residue,,needs_review,
Products,Product7_Feature2,Hundreds of patterns & colors,,needs_review,
Products,Product7_Feature3,DIY peel-and-stick application,,needs_review,
Products,Product7_Feature4,Renter & homeowner friendly,,needs_review,
Products,Thumbnail_Label,Product Main View,,needs_review,
Products,Thumbnail_Sub,Click thumbnail to view different applications,,needs_review,
Products,SceneCaption_1,Kitchen Cabinets – Warm and inviting,,placeholder,
Products,SceneCaption_2,Living Room Feature Wall – Modern elegance,,placeholder,
Products,SceneCaption_3,Commercial Office Space – Professional finish,,placeholder,
Products,SceneCaption_4,Bedroom Headboard – Cozy texture,,placeholder,
Products,SceneCaption_5,Bathroom Vanity – Waterproof durability,,placeholder,
Products,SceneCaption_6,Restaurant Interior – Stylish ambiance,,placeholder,
Products,SceneCaption_7,Retail Display – Eye-catching design,,placeholder,
Products,SceneCaption_8,Hotel Lobby – Luxury feel,,placeholder,
Products,Process_Capsule,How We Work,,needs_review,
Products,Process_Title,Our Partnership Process,,needs_review,
Products,Process_Subtitle,"A streamlined approach from inquiry to delivery — designed to make your sourcing experience seamless and reliable.",,needs_review,
Products,Process1_Title,Consultation,,needs_review,
Products,Process1_Desc,"We understand your project requirements, design preferences, and technical specifications to recommend the right products.",,needs_review,
Products,Process2_Title,Sampling & Customization,,needs_review,
Products,Process2_Desc,"We provide free sample swatches and, if needed, develop custom patterns, colors, and finishes tailored to your brand.",,needs_review,
Products,Process3_Title,Production & Quality Control,,needs_review,
Products,Process3_Desc,"Full-scale manufacturing with three-tier quality inspection — from raw materials to finished goods, ensuring every roll meets international standards.",,needs_review,
Products,Process4_Title,Global Logistics & Support,,needs_review,
Products,Process4_Desc,"Efficient shipping, customs documentation, and responsive after-sales support — delivered to your door with stable lead times.",,needs_review,
Products,FAQ_Capsule,Got Questions?,,needs_review,
Products,FAQ_Title,Frequently Asked Questions,,needs_review,
Products,FAQ_Subtitle,Hover over any question to reveal the answer.,,needs_review,
Products,FAQ1_Q,What is the minimum order quantity (MOQ) for PVC decorative film?,,needs_review,
Products,FAQ1_A,Our standard MOQ is 500 square meters per pattern and color. For first-time cooperation we support small-batch trial orders to help you evaluate our quality.,,needs_review,
Products,FAQ2_Q,Can I get free samples before placing a bulk order?,,needs_review,
Products,FAQ2_A,Yes we provide free samples for quality evaluation. You only need to cover the shipping cost. Sample delivery typically takes 3-7 days via international express.,,needs_review,
Products,FAQ3_Q,What are the available thickness options for PVC decorative film?,,needs_review,
Products,FAQ3_A,Our PVC decorative film thickness ranges from 0.12mm to 0.45mm with customized tolerances ≤ 0.01mm. Specific thickness can be tailored to your application requirements.,,needs_review,
Products,FAQ4_Q,How long is the typical production lead time?,,needs_review,
Products,FAQ4_A,Standard production lead time is 15-20 days after cylinder proofing and sample sign-off. For urgent orders we can accommodate expedited schedules upon request.,,needs_review,
Products,FAQ5_Q,Can you customize patterns and colors for my brand?,,needs_review,
Products,FAQ5_A,"Absolutely. We support custom pattern development, color matching, and private labeling (OEM/ODM). Our team works closely with you to bring your design vision to life.",,needs_review,
Products,FAQ6_Q,What surface finishes are available for your products?,,needs_review,
Products,FAQ6_A,"We offer a variety of surface finishes including matte, gloss, textured wood-grain, high-gloss UV coated, and embossed finishes to meet different aesthetic and functional requirements.",,needs_review,
Products,FAQ7_Q,What certifications do your products hold?,,needs_review,
Products,FAQ7_A,"Our products are RoHS compliant, formaldehyde-free, and low VOC. We also hold ISO 9001 quality management certification, ensuring consistent product quality across all batches.",,needs_review,
Products,FAQ8_Q,What are your shipping and trade terms?,,needs_review,
Products,FAQ8_A,"We operate on FOB China Port terms (Yiwu, Shanghai, Ningbo). We can also accommodate CIF and EXW upon request. We handle all shipping arrangements and customs documentation.",,needs_review,
Products,FAQ9_Q,What is the expected lifespan of LVT flooring?,,needs_review,
Products,FAQ9_A,Our LVT flooring typically lasts 10-15 years under normal use conditions. The wear layer thickness and maintenance practices are key factors influencing longevity.,,needs_review,
Products,FAQ10_Q,Are SPC wall panels suitable for bathrooms and kitchens?,,needs_review,
Products,FAQ10_A,"Yes, SPC wall panels are 100% waterproof and moisture-proof, making them ideal for bathrooms, kitchens, and other high-humidity areas where traditional wall materials may fail.",,needs_review,
Products,CTA_Capsule,Get Started Today,,needs_review,
Products,CTA_Title,Ready to Source with DecoSupplier?,,needs_review,
Products,CTA_Subtitle,Let's discuss your project requirements and discover how我们的 surface solutions can bring your vision to life.,,needs_review,
Products,CTA_Button1,Request a Quote,,needs_review,
Products,CTA_Button2,Explore Our Factory,,needs_review,
=== PRODUCT DETAIL - PVC Decorative Film ===,,,,,
PVC_Film,SEO_Title,"PVC Decorative Film for Furniture & Cabinet Wrapping - Manufacturer | DecoSupplier",,needs_review,
PVC_Film,Breadcrumb,Home > Products > PVC Decorative Film,,confirmed,
PVC_Film,Hero_Title,PVC Decorative Films,,needs_review,
PVC_Film,Hero_Desc,"Manufactured in our factory with in-house printing, coating, embossing, and slitting capability for furniture wrapping, wall decoration, and surface upgrading projects.",,needs_review,
PVC_Film,Trust_Stat1,1000+ / Patterns Available,,needs_review,
PVC_Film,Trust_Stat2,0.12-0.45mm / Custom Thickness,,needs_review,
PVC_Film,Trust_Stat3,RoHS / Certified Compliant,,needs_review,
PVC_Film,Trust_Stat4,15+ Years / Manufacturing Experience,,needs_review,
PVC_Film,FAQ_Title,Frequently Asked Questions,,needs_review,
PVC_Film,FAQ1_Q,What is the MOQ for PVC decorative film?,,needs_review,
PVC_Film,FAQ1_A,Standard MOQ is 500 square meters per pattern/color. Small-batch trial orders are supported for first-time cooperation.,,needs_review,
PVC_Film,FAQ2_Q,Can thickness and width be customized?,,needs_review,
PVC_Film,FAQ2_A,"Yes. Thickness can be customized from 0.12mm to 0.45mm, and width supports custom slitting.",,needs_review,
PVC_Film,FAQ3_Q,What surface treatments are available?,,needs_review,
PVC_Film,FAQ3_A,"Matte, textured wood-grain, high-gloss UV coated, and more.",,needs_review,
PVC_Film,FAQ4_Q,What environmental standards are met?,,needs_review,
PVC_Film,FAQ4_A,"Products are RoHS compliant, low VOCs, formaldehyde-free.",,needs_review,
PVC_Film,CTA_Title,Need Samples or Custom Production?,,needs_review,
PVC_Film,CTA_Desc,"Speak with our production team for samples, custom specifications, and factory-direct quotations.",,needs_review,
PVC_Film,CTA_Button,Request Free Samples,,needs_review,
=== PRODUCT DETAIL - LVT Flooring ===,,,,,
LVT_Flooring,SEO_Title,"LVT Flooring - Luxury Vinyl Tile Manufacturer | DecoSupplier",,needs_review,
LVT_Flooring,Breadcrumb,Home > Products > LVT Flooring,,confirmed,
LVT_Flooring,Hero_Title,LVT Flooring,,needs_review,
LVT_Flooring,Hero_Desc,"Premium luxury vinyl tile flooring for commercial and residential spaces — featuring realistic wood and stone visuals, exceptional durability, acoustic comfort, and easy maintenance.",,needs_review,
LVT_Flooring,Trust_Stat1,1000+ / Patterns Available,,needs_review,
LVT_Flooring,Trust_Stat2,0.12-0.45mm / Custom Thickness,,needs_review,
LVT_Flooring,Trust_Stat3,RoHS / Certified Compliant,,needs_review,
LVT_Flooring,Trust_Stat4,15+ Years / Manufacturing Experience,,needs_review,
LVT_Flooring,FAQ_Title,Frequently Asked Questions,,needs_review,
LVT_Flooring,FAQ1_Q,What is the MOQ for PVC decorative film?,,needs_review,
LVT_Flooring,FAQ1_A,Standard MOQ is 500 square meters per pattern/color. Small-batch trial orders are supported for first-time cooperation.,,needs_review,
LVT_Flooring,FAQ2_Q,Can thickness and width be customized?,,needs_review,
LVT_Flooring,FAQ2_A,"Yes. Thickness can be customized from 0.12mm to 0.45mm, and width supports custom slitting.",,needs_review,
LVT_Flooring,FAQ3_Q,What surface treatments are available?,,needs_review,
LVT_Flooring,FAQ3_A,"Matte, textured wood-grain, high-gloss UV coated, and more.",,needs_review,
LVT_Flooring,FAQ4_Q,What environmental standards are met?,,needs_review,
LVT_Flooring,FAQ4_A,"Products are RoHS compliant, low VOCs, formaldehyde-free.",,needs_review,
LVT_Flooring,CTA_Title,Need Samples or Custom Production?,,needs_review,
LVT_Flooring,CTA_Desc,"Speak with our production team for samples, custom specifications, and factory-direct quotations.",,needs_review,
LVT_Flooring,CTA_Button,Request Free Samples,,needs_review,
=== PRODUCT DETAIL - Interior Self-Adhesive Film ===,,,,,
InteriorFilm,SEO_Title,"PVC Decorative Film for Furniture & Cabinet Wrapping - Manufacturer | DecoSupplier",,needs_review,
InteriorFilm,Breadcrumb,Home > Products > PVC Decorative Film,,needs_review,⚠Same as PVC Film page - needs unique content
InteriorFilm,Hero_Title,PVC Decorative Films,,needs_review,⚠Same as PVC Film page - needs unique content
InteriorFilm,Hero_Desc,"Manufactured in our factory with in-house printing, coating, embossing, and slitting capability for furniture wrapping, wall decoration, and surface upgrading projects.",,needs_review,
InteriorFilm,Trust_Stat1,1000+ / Patterns Available,,needs_review,
InteriorFilm,Trust_Stat2,0.12-0.45mm / Custom Thickness,,needs_review,
InteriorFilm,Trust_Stat3,RoHS / Certified Compliant,,needs_review,
InteriorFilm,Trust_Stat4,15+ Years / Manufacturing Experience,,needs_review,
InteriorFilm,FAQ_Title,Frequently Asked Questions,,needs_review,
InteriorFilm,FAQ1_Q,What is the MOQ for PVC decorative film?,,needs_review,
InteriorFilm,FAQ1_A,Standard MOQ is 500 square meters per pattern/color. Small-batch trial orders are supported for first-time cooperation.,,needs_review,
InteriorFilm,FAQ2_Q,Can thickness and width be customized?,,needs_review,
InteriorFilm,FAQ2_A,"Yes. Thickness can be customized from 0.12mm to 0.45mm, and width supports custom slitting.",,needs_review,
InteriorFilm,FAQ3_Q,What surface treatments are available?,,needs_review,
InteriorFilm,FAQ3_A,"Matte, textured wood-grain, high-gloss UV coated, and more.",,needs_review,
InteriorFilm,FAQ4_Q,What environmental standards are met?,,needs_review,
InteriorFilm,FAQ4_A,"Products are RoHS compliant, low VOCs, formaldehyde-free.",,needs_review,
InteriorFilm,CTA_Title,Need Samples or Custom Production?,,needs_review,
InteriorFilm,CTA_Desc,"Speak with our production team for samples, custom specifications, and factory-direct quotations.",,needs_review,
InteriorFilm,CTA_Button,Request Free Samples,,needs_review,
=== BLOG LIST PAGE (Blog.astro) ===,,,,,
Blog,SEO_Title,"DecoSupplier Blog — Factory Updates, Technical Guides & Industry Trends",,needs_review,
Blog,Hero_Title,Factory Updates & Technical Guides,,needs_review,
Blog,Hero_Desc,"Frontline factory updates, technical guides, and industry trend analysis from DecoSupplier — providing deep content reference for global buyers.",,needs_review,
Blog,Cat_All,All,,confirmed,
Blog,Cat_ProductGuides,Product Guides,,confirmed,
Blog,Cat_IndustryTrends,Industry Trends,,confirmed,
Blog,Cat_CustomerSolutions,Customer Solutions,,confirmed,
Blog,Cat_FactoryUpdates,Factory Updates,,confirmed,
Blog,Featured_Label,Featured,,confirmed,
Blog,ReadMore_Overlay,Read More,,confirmed,
Blog,Sidebar_Categories,Categories,,confirmed,
Blog,Sidebar_Popular,Popular Articles,,confirmed,
Blog,Sidebar_StayConnected,Stay Connected,,confirmed,
Blog,Sidebar_StayDesc,"Have questions about our products or need expert advice? Reach out to our team today.",,needs_review,
Blog,Sidebar_CTA,Contact Our Team,,needs_review,
Blog,CTA_Title,Want to Learn More?,,needs_review,
Blog,CTA_Desc,Browse our product range or contact our sales team for expert advice.,,needs_review,
Blog,CTA_Button1,View Products,,needs_review,
Blog,CTA_Button2,Contact Us,,needs_review,
Blog,NoArticles,No articles found / Try selecting a different category,,needs_review,
Blog,Pagination_Previous,Previous,,needs_review,
Blog,Pagination_Next,Next,,needs_review,
=== BLOG POSTS (20 articles) ===,,,,,
BlogPost1,Title,"2026 Architectural Material Trends: Colors, Textures & Finishes",,needs_review,
BlogPost1,Excerpt,"In 2026, the architectural materials industry is transitioning from cold minimalism to warm, natural aesthetics. This comprehensive guide explores the key color palettes, texture innovations, and finish directions that will define interior and exterior design this year.",,needs_review,
BlogPost2,Title,How to Install SPC Wall Panels: Time & Labor Saving Solutions for Contractors,,needs_review,
BlogPost2,Excerpt,"For contractors and installation teams, time is money. This step-by-step guide covers everything you need to know about SPC wall panel installation — from preparation to finishing — with practical tips to cut labor costs by up to 50%.",,needs_review,
BlogPost3,Title,Sourcing Decorative Films from China: A Complete Guide to Quality Control & Supply Chain Management,,needs_review,
BlogPost3,Excerpt,"China is the world's largest producer and exporter of PVC decorative films. This complete guide walks you through supplier selection, quality inspection protocols, logistics planning, and risk management strategies for successful cross-border sourcing.",,needs_review,
BlogPost4,Title,LVT vs. SPC Flooring: Performance Comparison & Selection Guide for Commercial Projects,,needs_review,
BlogPost4,Excerpt,"When selecting flooring for commercial and residential spaces, LVT and SPC are two of the most popular choices. This in-depth comparison covers durability, waterproofing, installation, cost, and application scenarios to help you make the right decision.",,needs_review,
BlogPost5,Title,New Wide-Width Calendering Line Launched: PVC Film Capacity Significantly Expanded,,needs_review,
BlogPost5,Excerpt,"DecoSupplier has recently commissioned a new wide-width calendering production line, increasing our PVC decorative film production capacity by 40%. This expansion enables faster lead times and supports larger bulk orders for global clients.",,needs_review,
BlogPost6,Title,Sustainable Manufacturing Practices in PVC Decorative Film Production,,needs_review,
BlogPost6,Excerpt,"As environmental regulations tighten globally, DecoSupplier has implemented a series of sustainable manufacturing practices, including closed-loop water recycling, energy-efficient drying systems, and waste reduction initiatives that have cut our carbon footprint by 25%.",,needs_review,
BlogPost7,Title,Choosing the Right PVC Film Thickness for Your Application,,needs_review,
BlogPost7,Excerpt,"PVC decorative films come in a range of thicknesses from 0.12mm to 0.45mm. This guide breaks down the optimal thickness for different applications — from lightweight wall panels to heavy-duty furniture wrapping and high-traffic flooring.",,needs_review,
BlogPost8,Title,Understanding SPC Core Composition: What Makes Stone Plastic Composite Different,,needs_review,
BlogPost8,Excerpt,"SPC (Stone Plastic Composite) wall panels and flooring are defined by their rigid limestone-PVC core. This article explains the science behind SPC composition, its dimensional stability advantages, and why it outperforms traditional materials in moisture-prone environments.",,needs_review,
BlogPost9,Title,5 Common Mistakes to Avoid When Importing Decorative Films from China,,needs_review,
BlogPost9,Excerpt,"Avoid costly pitfalls in your sourcing journey. This article covers the top 5 mistakes importers make when buying PVC decorative films from China — from quality specification gaps to customs documentation errors — and how to avoid them.",,needs_review,
BlogPost10,Title,LVT Flooring Maintenance Guide: Keeping Your Floors Like New,,needs_review,
BlogPost10,Excerpt,"LVT flooring is durable and easy to maintain when you know the right methods. This comprehensive maintenance guide covers cleaning techniques, scratch prevention, and long-term care strategies to preserve the beauty of your resilient flooring investment.",,needs_review,
BlogPost11,Title,The Rise of Minimalist Design: How Surface Materials Are Shaping Modern Architecture,,needs_review,
BlogPost11,Excerpt,"Minimalist design continues to dominate architectural trends in 2026. This article explores how decorative surface materials — from wood-grain films to microcement textures — are being used to create clean, modern spaces that resonate with contemporary sensibilities.",,needs_review,
BlogPost12,Title,Quality Control in PVC Film Production: From Raw Resin to Finished Roll,,needs_review,
BlogPost12,Excerpt,"DecoSupplier's three-tier quality control system ensures every roll meets international standards. This deep dive explains our inspection processes — from raw material testing to in-line monitoring to pre-shipment verification — and how they deliver consistent quality.",,needs_review,
BlogPost13,Title,PVC Decorative Film vs. Veneer: Which One Should You Choose?,,needs_review,
BlogPost13,Excerpt,"When it comes to surface finishing, both PVC decorative film and natural veneer have their advantages. This article compares cost, durability, installation, and environmental impact to help you make an informed decision for your project.",,needs_review,
BlogPost14,Title,Understanding LVT Wear Layers: What Does T级 Rating Really Mean?,,needs_review,
BlogPost14,Excerpt,"LVT flooring wear layers are rated from F to T, with T级 being the highest commercial grade. This technical breakdown explains what each rating means, how wear layer thickness affects durability, and which grade is right for your application.",,needs_review,
BlogPost15,Title,How to Choose the Right Finish: Matte vs. Gloss vs. Textured PVC Films,,needs_review,
BlogPost15,Excerpt,"The finish of a PVC decorative film dramatically affects its appearance, durability, and maintenance requirements. This guide compares matte, gloss, and textured finishes to help you select the perfect surface for your furniture or wall application.",,needs_review,
BlogPost16,Title,The Complete Guide to PVC Film Slitting: From Jumbo Rolls to Custom Widths,,needs_review,
BlogPost16,Excerpt,"Understanding the slitting process is essential for buyers who need custom widths. This article explains how jumbo rolls are converted into finished goods, what tolerances to expect, and how to communicate your width requirements effectively.",,needs_review,
BlogPost17,Title,SPC Wall Panels vs. Traditional Tiles: A Cost-Benefit Analysis,,needs_review,
BlogPost17,Excerpt,"When renovating commercial or residential spaces, the choice between SPC wall panels and traditional tiles has significant cost and time implications. This analysis breaks down material costs, installation labor, and long-term maintenance expenses.",,needs_review,
BlogPost18,Title,A Brief History of PVC Decorative Films: From Industrial to Interior Design,,needs_review,
BlogPost18,Excerpt,"PVC decorative films have evolved from purely functional industrial applications to sophisticated interior design materials. This historical overview traces the development of printing technology, surface finishes, and the growing demand for design-led films.",,needs_review,
BlogPost19,Title,DecoSupplier Factory Tour: Behind the Scenes of PVC Film Production,,needs_review,
BlogPost19,Excerpt,"Take a virtual tour through DecoSupplier's manufacturing facility. From raw material storage to high-speed printing, embossing, and final quality inspection — see how we ensure every roll meets the highest standards.",,needs_review,
BlogPost20,Title,Understanding FOB China: A Complete Guide for International Buyers,,needs_review,
BlogPost20,Excerpt,"FOB (Free On Board) is the most common trade term for importing from China. This comprehensive guide explains what FOB covers, who is responsible for what, and how to calculate total landed costs for your PVC decorative film orders.",,needs_review,
=== BLOG DETAIL (Blog_detail.astro) ===,,,,,
BlogDetail,Breadcrumb,Home > Blog > {post.title},,confirmed,
BlogDetail,FeaturedBadge,Featured Article,,confirmed,
BlogDetail,Labels_For,For,,needs_review,
BlogDetail,Labels_Stage,Stage,,needs_review,
BlogDetail,Labels_Keywords,Keywords,,needs_review,
BlogDetail,FAQ_Title,Frequently Asked Questions,,needs_review,
BlogDetail,Related_Title,Related Articles,,needs_review,
BlogDetail,Related_ReadMore,Read More →,,needs_review,
BlogDetail,Share_Title,Share,,needs_review,
BlogDetail,TOC_Title,Table of Contents,,needs_review,
BlogDetail,TOC_Loading,Loading...,,needs_review,
BlogDetail,TOC_NoSections,No sections found,,needs_review,
BlogDetail,CTA_Title,Want to Learn More?,,needs_review,
BlogDetail,CTA_Desc,Browse our product range or contact our sales team for expert advice.,,needs_review,
BlogDetail,CTA_Button1,View Products,,needs_review,
BlogDetail,CTA_Button2,Contact Us,,needs_review,
=== RFQ FORM (RFQForm.tsx) ===,,,,,
RFQForm,Section_Title,Products Requirements,,needs_review,
RFQForm,Required,(*),,confirmed,
RFQForm,Product_PVC,PVC Decorative Film,,confirmed,
RFQForm,Product_LVT,LVT Flooring,,confirmed,
RFQForm,Product_SPC,SPC Wall Panels,,confirmed,
RFQForm,Product_Refinishing,Interior Refinishing Film,,confirmed,
RFQForm,Product_Foam,Self-Adhesive Foam Wall Panels,,confirmed,
RFQForm,Product_Wallpapers,Peel & Stick Wallpapers,,confirmed,
RFQForm,Product_3D,3D PVC Wall Panels,,confirmed,
RFQForm,Help_Select,Select at least one product,,needs_review,
RFQForm,Label_Name,Name,,needs_review,
RFQForm,Placeholder_Name,Your name,,needs_review,
RFQForm,Label_Email,Email,,needs_review,
RFQForm,Placeholder_Email,email@company.com,,needs_review,
RFQForm,Label_Phone,Phone Number,,needs_review,
RFQForm,Placeholder_Phone,"+1234 567 8900",,needs_review,
RFQForm,Label_Country,Country,,needs_review,
RFQForm,Placeholder_Country,Please select your country,,needs_review,
RFQForm,Label_Company,Company,,needs_review,
RFQForm,Placeholder_Company,Your company name,,needs_review,
RFQForm,Label_Quantity,Estimated Quantity,,needs_review,
RFQForm,Placeholder_Quantity,"e.g. 500 sqm, 1000 rolls",,needs_review,
RFQForm,Label_Message,Message,,needs_review,
RFQForm,Placeholder_Message,"Please describe your project requirements: target application (wall floor, furniture), preferred colors/textures, pattern references, desired thickness, MOQ needs, or any custom specifications...",,needs_review,
RFQForm,Button_Send,Send Inquiry to Factory,,needs_review,
RFQForm,Button_Sending,Sending...,,needs_review,
RFQForm,Success_Title,Inquiry Sent Successfully!,,needs_review,
RFQForm,Success_Desc,We will respond within 24 hours.,,needs_review,
RFQForm,Error_Default,Failed to send. Please try again.,,needs_review,
RFQForm,Error_Network,Network error. Please check your connection and try again.,,needs_review,
RFQForm,Footer_Text,"We respond to all inquiries within 24 hours. Your information is protected by our Privacy Policy.",,needs_review,
=== FLOATING CTA (FloatingCTA.tsx) ===,,,,,
FloatingCTA,Label_FreeSamples,Free Samples,,needs_review,
FloatingCTA,Label_WhatsApp,WhatsApp,,needs_review,
FloatingCTA,Label_LiveChat,Live Chat,,needs_review,
FloatingCTA,Label_LinkedIn,LinkedIn,,needs_review,
FloatingCTA,ContactCard_Title,Contact Us,,needs_review,
FloatingCTA,ContactCard_Subtitle,Click any info to copy,,needs_review,
FloatingCTA,WeChat_Label,WeChat,,needs_review,
FloatingCTA,Phone_Label,Phone,,needs_review,
FloatingCTA,Email_Label,Email,,needs_review,
FloatingCTA,CopyHint,Click to copy,,needs_review,
FloatingCTA,CopiedConfirm,✅ Copied!,,needs_review,
FloatingCTA,QR_Placeholder,Scan with WeChat,,needs_review,
FloatingCTA,WhatsApp_Message,"Hi DecoSupplier, I'm interested in your products",,needs_review,
=== FEATURE SHOWCASE (FeatureShowcase.tsx) ===,,,,,
FeatureShowcase,Product1_Title,PVC Decorative Film,,confirmed,
FeatureShowcase,Product1_Desc,"High-performance surface wrapping and vacuum pressing films for furniture, kitchen cabinets, and interior doors — available in wood grain, marble, and solid color finishes with superior scratch and stain resistance.",,needs_review,
FeatureShowcase,Product2_Title,LVT Flooring,,confirmed,
FeatureShowcase,Product2_Desc,"Premium luxury vinyl tile flooring — waterproof, scratch-resistant, with realistic wood and stone visuals for commercial and residential spaces.",,needs_review,
FeatureShowcase,Product3_Title,SPC Wall Panels,,confirmed,
FeatureShowcase,Product3_Desc,"Stone plastic composite panels — 100% waterproof, moisture-proof, and quick-install with UV-coated surface protection for lasting beauty.",,needs_review,
FeatureShowcase,Product4_Title,Interior Refinishing Film,,confirmed,
FeatureShowcase,Product4_Desc,"Self-adhesive film for easy surface renovation — ideal for updating kitchen cabinets, furniture, and walls without the mess of traditional renovation.",,needs_review,
FeatureShowcase,Product5_Title,Self-Adhesive Foam Wall Panels,,confirmed,
FeatureShowcase,Product5_Desc,"Lightweight 3D texture foam panels with sound absorption and thermal insulation — soft, impact-resistant, and easy to install.",,needs_review,
FeatureShowcase,Product6_Title,3D PVC Wall Panel,,needs_review,
FeatureShowcase,Product6_Desc,"Sculptural three-dimensional wall panels for feature walls, lobbies, and hospitality spaces — lightweight, durable, and available in modern geometric designs that create stunning visual impact.",,needs_review,
